Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,CreditScoreBins
1,1,36.0,6,0.28074350825070055,2,0,1,0.28465643468951285,0
2,0,27.0,6,0.686774179907069,1,0,1,0.5572399164120173,1
2,0,47.0,5,0.6812962984293743,1,1,0,0.865923745717716,2
0,0,42.0,7,0.48407554637024147,1,0,0,0.2318374404755654,2
2,1,32.0,5,0.40853375966313654,1,0,0,0.531431701727515,2
2,0,35.0,0,0.6854693473354063,2,0,1,0.8365873440913607,2
2,0,42.0,6,0.6313912154532545,1,1,1,0.6594373762694337,1
1,1,41.0,6,0.5778224537301181,1,1,1,0.09667593255155865,0
2,1,47.0,9,0.6061302818207983,1,1,0,0.6092012787221179,1
2,0,54.0,2,0.6078523355837424,1,1,0,0.9380215810609913,1
0,1,29.0,7,0.0,2,1,1,0.27733433542903346,0
0,0,27.0,5,0.0,2,1,1,0.3374454760429621,4
0,0,44.0,9,0.541314204504307,2,0,0,0.5754539558527839,0
0,1,29.0,4,0.0,2,0,0,0.7807830147779112,1
2,1,41.0,3,0.504390846498672,1,0,0,0.8882495278299076,1
1,1,34.0,10,0.3874420088251769,1,1,1,0.297737233905838,4
0,0,27.0,4,0.0,2,1,0,0.6132111116611636,0
1,1,38.0,1,0.5392202467543695,2,0,1,0.7647967880932628,0
1,1,38.91621420206537,5,0.0,2,1,0,0.6346713611149865,0
0,1,51.0,10,0.0,3,1,0,0.8552505264252735,0
0,1,38.0,6,0.0,2,1,1,0.7935042796587074,2
0,0,27.0,4,0.6070567137438153,1,1,0,0.5205518126981127,3
2,1,32.0,1,0.49385079017540556,3,1,1,0.6372220547062244,2
0,1,31.0,8,0.44723979365486605,1,1,0,0.13126173549573983,1
2,1,35.0,6,0.4634112997831112,1,1,0,0.6498288586560016,1
0,0,51.0,4,0.4187203258502287,1,0,0,0.35304341564619424,0
0,0,33.0,9,0.6398668080733496,2,0,0,0.4676924646303722,3
0,1,50.0,7,0.32407715818004035,1,1,1,0.9193699498302088,1
1,0,41.0,8,0.0,1,1,0,0.9585074874650528,2
0,1,47.0,5,0.0,1,0,1,0.5362098580414429,1
0,1,34.0,6,0.0,1,0,0,0.11363325197556366,2
0,0,79.0,7,0.0,1,1,1,0.8029646831272386,1
0,1,43.0,2,0.6612087003133424,2,1,0,0.6539821552958307,2
2,0,38.91621420206537,2,0.42992810347818916,2,1,1,0.7309739080082147,3
0,1,39.0,10,0.0,2,1,1,0.852070722754023,1
1,0,36.0,2,0.6995262498809776,2,1,0,0.760213050346308,2
1,0,35.0,5,0.5118231469996444,1,1,0,0.7131426551235642,1
0,1,63.0,9,0.28161027451424603,1,0,0,0.3947587994653489,0
1,0,36.0,10,0.6122430425835446,1,1,1,0.27038692195104636,0
0,1,44.0,8,0.34863410080164425,1,0,1,0.9430020566964145,1
1,0,46.0,5,0.46587277726984694,1,0,0,0.5398608567118159,1
0,0,62.0,1,0.42940115646157373,1,0,1,0.29187882442773283,0
0,1,26.0,7,0.6123776789213502,1,1,1,0.31596167433989947,0
1,0,41.0,1,0.0,2,1,0,0.017017325154552256,0
0,0,47.0,6,0.0,1,0,0,0.9750269150703891,0
1,0,36.0,1,0.5401227247285941,1,1,0,0.4300529700586406,1
1,1,34.0,7,0.0,1,1,1,0.08120290487741579,0
0,1,46.0,9,0.718324479871489,1,1,0,0.06727172444968493,4
0,1,25.0,7,0.0,2,1,0,0.5104097441305644,1
0,1,37.0,9,0.3482484860685867,2,1,1,0.0011790125957028897,1
1,0,38.91621420206537,9,0.39554111392398406,1,1,0,0.6156859480080347,0
0,0,35.0,9,0.44929421343940884,2,1,0,0.9187943948647095,0
0,1,29.0,9,0.0,1,1,1,0.40194683592283065,1
0,1,34.0,0,0.4109563767504169,1,0,0,0.6282361965567712,1
2,1,24.0,0,0.3682693638680151,1,1,1,0.09443756878781923,1
0,0,38.0,2,0.0,2,1,0,0.4358260213850423,1
2,0,50.0,7,0.4346875657762082,1,1,1,0.7006895158487635,1
0,1,33.0,6,0.0,2,1,0,0.9248009684924909,0
0,1,34.0,6,0.0,2,0,0,0.5040401858377475,4
0,1,39.0,4,0.0,2,1,0,0.8359372820104319,0
2,0,29.0,3,0.3879070980572232,1,0,1,0.6596269943779631,1
2,1,29.0,4,0.39440662940080573,1,0,1,0.6585675432003757,1
0,1,42.0,2,0.0,2,1,1,0.09323985440609578,1
0,1,23.0,10,0.0,2,1,1,0.8505194746098252,1
1,1,57.0,8,0.4636387227977703,1,1,1,0.5885215538083887,2
0,1,21.0,4,0.0,1,1,1,0.1846714861269251,0
0,1,59.0,7,0.5079757283126388,1,0,1,0.33773790396982917,1
0,0,36.0,4,0.5398143923694279,1,0,0,0.9531681775609571,3
0,1,37.0,2,0.0,2,1,0,0.7159807261593482,3
1,1,77.0,8,0.5942002189016267,1,1,1,0.9507670482531081,3
0,0,42.0,8,0.6363571759354565,3,1,0,0.5696543519906151,0
1,1,31.0,8,0.0,2,1,1,0.49542311290728264,3
0,0,34.0,6,0.0,2,1,1,0.6229657932332537,2
2,1,41.0,2,0.374356377125071,1,1,0,0.6199120015961523,1
0,0,38.0,1,0.4259570489356854,2,1,0,0.14662115232004655,4
2,0,33.0,7,0.5367841979187646,1,1,0,0.5658858921026958,4
2,0,45.0,9,0.42248276979709176,1,0,0,0.9572783200795675,1
0,0,43.0,2,0.0,2,1,0,0.4469974882601288,1
2,1,42.0,1,0.34212942792828754,1,1,0,0.9909503857618402,3
1,1,34.0,8,0.794063996262387,1,0,0,0.34050606832952546,4
1,0,27.0,2,0.4845808909904416,1,0,1,0.6736089796575573,0
1,0,39.0,2,0.0,3,0,0,0.9407849449622439,2
1,0,46.0,7,0.3258009656430625,2,1,0,0.4163929155234325,1
1,1,38.0,10,0.3786833132129464,1,1,1,0.5261316455721521,2
0,1,35.0,4,0.0,2,0,1,0.4319024466836583,1
2,0,53.0,8,0.3795641090771158,1,0,0,0.35067958990083553,2
0,1,56.0,9,0.0,2,1,1,0.8475160877863834,3
0,1,38.91621420206537,5,0.229451487653812,1,1,1,0.3056127360162896,3
0,0,71.0,1,0.41574158655412646,1,1,1,0.12820454353390748,0
1,0,26.0,4,0.0,2,1,1,0.8989316479723812,1
0,1,69.0,7,0.2869535196541353,1,1,1,0.6953382047985582,4
0,0,35.0,6,0.3255703142259872,1,1,0,0.004062487967600906,4
0,1,33.0,7,0.5378438711908887,1,1,1,0.5851798846789869,1
1,0,56.0,5,0.0,1,1,0,0.17705245850978768,3
0,1,25.0,2,0.5416674554995616,1,1,0,0.3682591687506157,3
2,0,28.0,10,0.5298252370115693,2,1,1,0.23311671264605768,3
2,0,46.0,4,0.4798481726186119,1,1,0,0.8886263638177445,0
2,1,37.0,10,0.6096431025042878,2,1,1,0.7979463538767951,1
1,0,44.0,2,0.44899536700339177,2,1,0,0.6332274732236928,4
0,0,25.0,6,0.44108115769235234,2,0,0,0.2337565237480179,0
0,1,41.0,2,0.0,2,0,1,0.9561114586443004,3
2,0,29.0,6,0.5900862776595869,1,1,0,0.5931184428112884,0
0,1,32.0,9,0.0,2,1,0,0.6655677117164689,3
0,1,26.0,6,0.5198476401314973,1,1,0,0.8668543345889532,3
0,1,30.0,6,0.0,2,1,1,0.9029849350612983,4
2,1,50.0,1,0.45419640300968417,2,1,0,0.982668694860359,1
0,1,41.0,3,0.0,2,1,0,0.27882892816263954,2
1,0,48.0,2,0.0,2,1,1,0.4789627409417599,1
2,0,38.0,4,0.4990578047046911,2,1,1,0.07892903772310254,3
1,0,37.0,10,0.0,2,1,0,0.556617306952814,4
0,0,43.0,6,0.0,2,1,0,0.3286311342733231,2
2,0,37.0,8,0.3083876405755022,2,0,1,0.87439105434569,2
2,1,40.0,5,0.34345741731234386,2,1,1,0.586395550775099,1
0,1,36.0,3,0.0,1,1,0,0.7037802610149269,1
1,0,33.0,3,0.0,2,1,1,0.29339806951563874,0
1,1,36.0,5,0.31240225862221593,1,0,1,0.7691735560746051,3
1,0,47.0,6,0.5073746874677285,2,1,0,0.6234765920145374,3
1,0,29.0,9,0.0,2,0,1,0.4286643374442259,1
1,0,28.0,9,0.0,2,0,1,0.30878043853187975,2
0,1,38.0,3,0.0,2,1,0,0.33278188066960396,2
0,0,31.0,2,0.0,2,1,1,0.5617432964848142,3
1,0,40.0,7,0.5194712721806691,2,0,1,0.5847534439538976,2
2,1,31.0,7,0.5500562399657966,2,1,0,0.649567833728121,1
2,1,28.0,1,0.47191371604303567,2,1,0,0.07139356808575219,1
0,0,37.0,3,0.0,2,1,1,0.19122161166391388,2
0,0,40.0,9,0.5565022037433606,1,1,0,0.4685016419068021,1
1,1,67.0,3,0.6135803584634703,1,1,1,0.03704023734266622,0
0,1,37.0,4,0.6797895910646431,2,1,0,0.9913011692616644,1
2,0,39.0,0,0.48825114611275044,2,1,1,0.47502646502741014,1
0,0,44.0,9,0.09367671949993722,1,0,1,0.8493332613264567,1
0,0,39.0,6,0.5209082699673003,2,1,1,0.7697925151852002,1
0,1,34.0,7,0.0,2,1,1,0.9404246605550829,1
1,0,38.0,1,0.0,1,1,0,0.5622089409538611,1
2,0,64.0,2,0.7005030209675969,2,1,1,0.30357809170775807,0
1,0,41.0,8,0.0,3,1,1,0.39931388447596744,1
0,1,36.0,1,0.41481858231762553,2,0,1,0.34294485123329277,4
1,0,56.0,8,0.6955258208621677,2,0,1,0.8090334626956874,4
0,1,47.0,10,0.5487593787581245,1,1,0,0.3553333843382043,0
2,1,54.0,8,0.5038625044933583,1,1,0,0.6721100365084866,2
0,1,42.0,8,0.5170836493813087,2,1,1,0.8978556952188934,2
2,0,52.0,4,0.34632324223751565,1,1,0,0.4543742927449571,1
0,1,30.0,0,0.0,2,1,0,0.8049172695992467,0
1,0,48.0,3,0.0,1,0,1,0.15361151990015046,0
2,0,31.0,3,0.32973335907021056,2,1,0,0.30103339868957485,2
0,1,39.0,3,0.48537121187331483,1,1,1,0.6920065366242476,1
1,0,42.0,9,0.3003667345574453,1,1,0,0.13799587860640689,1
0,1,27.0,1,0.0,2,1,0,0.4564416901814123,1
0,0,43.0,1,0.0,1,0,1,0.4331549662992816,0
1,1,38.0,2,0.0,2,0,0,0.29002469735859776,0
0,0,38.91621420206537,9,0.0,2,0,1,0.19411423790972035,1
0,1,38.91621420206537,4,0.2338117440431691,2,0,1,0.36658710906891606,0
0,1,31.0,4,0.3970033012208264,2,0,1,0.17934437738804054,1
0,1,43.0,7,0.0,2,1,0,0.8919956855879736,0
0,1,27.0,4,0.7697382231965179,1,1,1,0.7633442493758154,1
0,0,36.0,5,0.38926406334938624,1,1,0,0.5918613727610986,0
0,1,37.0,10,0.7376050570970868,2,1,1,0.6726406871856262,3
0,0,43.0,3,0.3218997402491187,1,1,0,0.9969302068347525,2
0,1,34.0,9,0.0,2,1,1,0.47842078918536723,2
0,1,47.0,6,0.5820480339248497,1,1,1,0.38570963527016827,1
1,1,24.0,3,0.0,2,1,0,0.3819286241836095,0
0,0,25.0,2,0.0,2,1,0,0.618620328241347,1
0,0,38.0,4,0.0,2,0,0,0.033882735801269014,2
1,1,39.0,3,0.0,2,0,1,0.06227559731954401,0
2,1,36.0,2,0.4173114669784852,2,1,0,0.5397372449068886,1
2,1,39.0,8,0.5420545449349575,2,1,0,0.15849988673918358,1
1,0,36.0,2,0.0,2,1,1,0.733272677540705,1
2,0,56.0,5,0.44496982818801056,1,1,1,0.4027499126166548,2
0,0,38.91621420206537,8,0.0,2,0,0,0.14133974794592882,2
2,1,32.0,9,0.6802023482920895,1,1,1,0.10818343151770993,0
2,1,38.91621420206537,9,0.5750225918419707,2,1,0,0.8829295697739133,1
0,1,28.0,8,0.0,2,1,1,0.32140474415306663,2
1,1,30.0,1,0.45140718289246445,1,1,1,0.3251482516580333,2
2,0,34.0,1,0.5066710153114359,3,0,1,0.3834942236983632,2
2,1,28.0,0,0.38347769008524546,2,1,0,0.7395805299406093,0
1,1,32.0,10,0.0,2,0,1,0.8430524115052986,0
1,0,38.0,3,0.0,2,0,1,0.8968315474127779,4
0,0,40.0,1,0.0,2,1,0,0.6160367815126344,1
2,1,25.0,7,0.6592853297528093,1,1,1,0.17635764215482574,1
0,1,35.0,6,0.5415405912416472,1,1,1,0.4360807957159909,2
0,1,46.0,9,0.0,2,1,0,0.8534069503637598,1
2,0,44.0,4,0.4905214304341656,1,1,0,0.14226213603399124,0
0,1,38.91621420206537,6,0.4136039855863391,1,1,0,0.9855961744346584,0
2,1,34.0,9,0.44937185452467976,2,0,0,0.7061598882693297,1
0,1,29.0,8,0.0,1,1,0,0.33181043789681913,2
2,0,31.0,8,0.48634056959142263,2,1,0,0.16910144918839748,2
2,0,58.0,3,0.43399389768172414,3,0,1,0.6793845312227318,0
2,1,43.0,3,0.6010614508862943,3,0,1,0.12661934214717505,0
2,0,38.91621420206537,2,0.3906332248284553,2,0,1,0.1568813821719974,2
0,0,27.0,2,0.0,2,0,1,0.5734264622271427,2
0,0,35.0,3,0.0,3,1,1,0.6632546908229736,3
0,0,35.0,10,0.0,1,1,1,0.15645559150898908,0
1,1,46.0,4,0.0,1,1,1,0.02321571710098314,2
0,0,46.0,9,0.3803985514596784,1,1,0,0.5437992828315104,1
0,0,38.0,4,0.47678537528922604,2,1,1,0.5523554499454697,1
2,0,38.0,3,0.6312253313686048,1,1,1,0.14109732479451786,3
1,1,37.0,4,0.6185272275289142,1,1,0,0.24461946115854064,1
0,0,33.0,8,0.0,1,1,1,0.34877495800848984,0
2,1,38.0,2,0.5039658930843197,2,1,1,0.4132952196934807,0
1,1,33.0,4,0.0,1,1,0,0.14827851059776206,1
1,0,36.0,6,0.0,2,1,0,0.883490823373632,1
2,1,28.0,8,0.4877845821783658,3,1,1,0.4450715043286634,0
2,0,38.0,5,0.5486598562786987,2,1,0,0.3649049984273498,3
